140275
140276
140922
140924
141193
141244P
141767C,9999 (sryeh)
141767P,9999 (sryeh)
141786A
141838A,30000 (1401)
141838S,30000 (1401)
141883P
141883V
141884A
141884G
141884T,4800 (1402)
143002A,2400 (#)
143008
143016
143042
143079
143107C
143107G
143107P
143113
143113P
143151A
143151P
143151V
143160
143184,4800 (#)
143192A
143192P
